context,anchor,relation,query,k,positive,id,random,mpnet_zero,sciIE,gpt-4o,ours
"Human Mesh Recovery from a single RGB image is a highly ambiguous problem, as similar 2D projections can correspond to multiple 3D interpretations. Most existing methods overlook this ambiguity and make a single prediction without accounting for the associated uncertainty, highlighting a need for approaches that can generate multiple predictions and evaluate the uncertainty of the outputs.",Human Mesh Recovery from a single RGB image,inspiration,"Background: Human Mesh Recovery from a single RGB image is a highly ambiguous problem, as similar 2D projections can correspond to multiple 3D interpretations. Most existing methods overlook this ambiguity and make a single prediction without accounting for the associated uncertainty, highlighting a need for approaches that can generate multiple predictions and evaluate the uncertainty of the outputs.
Contribution: 'Human Mesh Recovery from a single RGB image' inspired by ",1,generating a sequence of discrete tokens conditioned on an input image,1-36490_fd87b47d-a60d-4482-8fcd-116af5bbe0ce,"a cognitive-inspired mechanism that fuses inputs from multiple sources into a memory-like structure, improving the storing capacity and extracting more intrinsic and correlated information",3D human reconstruction from a single RGB image,3D human reconstruction tasks,probabilistic graphical models,an inference problem under high uncertainties
"Human Mesh Recovery from a single RGB image is a highly ambiguous problem, as similar 2D projections can correspond to multiple 3D interpretations. Most existing methods overlook this ambiguity and make a single prediction without accounting for the associated uncertainty, highlighting a need for approaches that can generate multiple predictions and evaluate the uncertainty of the outputs.",Human Mesh Recovery from a single RGB image,inspiration,"Background: Human Mesh Recovery from a single RGB image is a highly ambiguous problem, as similar 2D projections can correspond to multiple 3D interpretations. Most existing methods overlook this ambiguity and make a single prediction without accounting for the associated uncertainty, highlighting a need for approaches that can generate multiple predictions and evaluate the uncertainty of the outputs.
Contribution: 'Human Mesh Recovery from a single RGB image' inspired by ",2,generating a sequence of discrete tokens conditioned on an input image,2-36490_fd87b47d-a60d-4482-8fcd-116af5bbe0ce,a subject-based local editing task,3D human mesh recovery from videos,3D mesh reconstructions,probabilistic graphical models,a probabilistic inference problem
Previous Vision-Language Navigation agents struggle with accurate modality alignment in unexplored scenes due to limited navigation data and insufficient open-world alignment knowledge. This highlights a need for improved methods that can effectively discover and utilize landmarks in diverse visual observations to enhance navigation performance.,Vision-Language Navigation,inspiration,"Background: Previous Vision-Language Navigation agents struggle with accurate modality alignment in unexplored scenes due to limited navigation data and insufficient open-world alignment knowledge. This highlights a need for improved methods that can effectively discover and utilize landmarks in diverse visual observations to enhance navigation performance.
Contribution: 'Vision-Language Navigation' inspired by ",1,an open-world sequential landmark discovery problem,1-11627_6ba48953-1382-4930-aa08-b68d70593f45,novel controlling signals within the framework of ControlNet,Vision-Language Navigation agents,Vision-language navigation (VLN),cognitive mapping in animals,"Human navigation is facilitated through the association of actions with landmarks, tapping into our ability to recognize salient features in our environment"
Previous Vision-Language Navigation agents struggle with accurate modality alignment in unexplored scenes due to limited navigation data and insufficient open-world alignment knowledge. This highlights a need for improved methods that can effectively discover and utilize landmarks in diverse visual observations to enhance navigation performance.,Vision-Language Navigation,inspiration,"Background: Previous Vision-Language Navigation agents struggle with accurate modality alignment in unexplored scenes due to limited navigation data and insufficient open-world alignment knowledge. This highlights a need for improved methods that can effectively discover and utilize landmarks in diverse visual observations to enhance navigation performance.
Contribution: 'Vision-Language Navigation' inspired by ",2,an open-world sequential landmark discovery problem,2-11627_6ba48953-1382-4930-aa08-b68d70593f45,multi-modal sensors,training vision-and-language navigation agents,Vision Language Navigation in Continuous Environments (VLN-CE),cognitive mapping in animals,"Humans localize themselves efficiently in known environments by first recognizing landmarks defined on certain objects and their spatial relationships, and then verifying the location by aligning detailed structures of recognized objects with those in the memory"
"The study addresses the challenges of local and global consistency in sketch colourisation, as well as the limitations of manual colour assignments and textual prompts. It also highlights the need for a method that balances precision and convenience while being fast and training-free for practical use in creative applications.",a novel approach to sketch colourisation,inspiration,"Background: The study addresses the challenges of local and global consistency in sketch colourisation, as well as the limitations of manual colour assignments and textual prompts. It also highlights the need for a method that balances precision and convenience while being fast and training-free for practical use in creative applications.
Contribution: 'a novel approach to sketch colourisation' inspired by ",1,the universal childhood activity of colouring and its professional applications in design and story-boarding,1-38011_96c60d17-992d-467e-80c9-2358298ece9c,the ventral and dorsal streams in our human brain,the sketch analysis task,human sketch understanding,generative adversarial networks,recent diffusion based image editing techniques
"The study addresses the challenges of local and global consistency in sketch colourisation, as well as the limitations of manual colour assignments and textual prompts. It also highlights the need for a method that balances precision and convenience while being fast and training-free for practical use in creative applications.",a novel approach to sketch colourisation,inspiration,"Background: The study addresses the challenges of local and global consistency in sketch colourisation, as well as the limitations of manual colour assignments and textual prompts. It also highlights the need for a method that balances precision and convenience while being fast and training-free for practical use in creative applications.
Contribution: 'a novel approach to sketch colourisation' inspired by ",2,the universal childhood activity of colouring and its professional applications in design and story-boarding,2-38011_96c60d17-992d-467e-80c9-2358298ece9c,temporal embedding,human sketch understanding,user-directed colourisation,generative adversarial networks,the colorization of gray images
"Generating realistic images from arbitrary views based on a single source image presents significant challenges, particularly with inconsistencies and implausibility in new view generation, especially under challenging viewpoint changes. Existing models struggle to maintain geometric consistency and authenticity without requiring extensive retraining or computational resources.",the denoising process,inspiration,"Background: Generating realistic images from arbitrary views based on a single source image presents significant challenges, particularly with inconsistencies and implausibility in new view generation, especially under challenging viewpoint changes. Existing models struggle to maintain geometric consistency and authenticity without requiring extensive retraining or computational resources.
Contribution: 'the denoising process' inspired by ",1,stochastic gradient descent,1-2027_6a80bc42-086f-4d58-93ae-46aab7bec0dd,a Prototype-Calibration module,an image denoising task,"relationships, and then incrementally diffused to reach a Gaussian distribution.We propose a 3D denoising scene transformer",diffusion models,a denoising diffusion process
"Generating realistic images from arbitrary views based on a single source image presents significant challenges, particularly with inconsistencies and implausibility in new view generation, especially under challenging viewpoint changes. Existing models struggle to maintain geometric consistency and authenticity without requiring extensive retraining or computational resources.",the denoising process,inspiration,"Background: Generating realistic images from arbitrary views based on a single source image presents significant challenges, particularly with inconsistencies and implausibility in new view generation, especially under challenging viewpoint changes. Existing models struggle to maintain geometric consistency and authenticity without requiring extensive retraining or computational resources.
Contribution: 'the denoising process' inspired by ",2,stochastic gradient descent,2-2027_6a80bc42-086f-4d58-93ae-46aab7bec0dd,image registration,a denoising impaint task,image denoising,diffusion models,a three-image generation process
"Existing model-agnostic explanation methods require slow inference due to additional queries to the model, while model-dependent explanations achieve fast inference at the cost of general applicability. This creates a need for a solution that balances efficiency and universality in providing explanations for model predictions.",explanations,inspiration,"Background: Existing model-agnostic explanation methods require slow inference due to additional queries to the model, while model-dependent explanations achieve fast inference at the cost of general applicability. This creates a need for a solution that balances efficiency and universality in providing explanations for model predictions.
Contribution: 'explanations' inspired by ",1,a set of human-comprehensible concepts,1-13644_1aed92de-56a3-468e-824f-22d78775c838,radars in Bird's Eye View,model-centric global explanations,local interpretable model-agnostic explanation technique,hybrid explanation frameworks,human explanations
"Existing model-agnostic explanation methods require slow inference due to additional queries to the model, while model-dependent explanations achieve fast inference at the cost of general applicability. This creates a need for a solution that balances efficiency and universality in providing explanations for model predictions.",explanations,inspiration,"Background: Existing model-agnostic explanation methods require slow inference due to additional queries to the model, while model-dependent explanations achieve fast inference at the cost of general applicability. This creates a need for a solution that balances efficiency and universality in providing explanations for model predictions.
Contribution: 'explanations' inspired by ",2,a set of human-comprehensible concepts,2-13644_1aed92de-56a3-468e-824f-22d78775c838,a recent trending 3D representation,the feature importance detector - local interpretable model-agnostic explanations,Local Interpretable Model-agnostic Explanations),hybrid explanation frameworks,natural language explanations
"The auto-regressive decoding of Large Language Models (LLMs) results in significant overheads in hardware performance, particularly in terms of memory consumption and training cost, which are often overlooked in existing speculative decoding techniques. Additionally, there is a need to recover conditional dependency information for multi-token generation to improve acceptance rates for long-range predictions.",Large Language Models,inspiration,"Background: The auto-regressive decoding of Large Language Models (LLMs) results in significant overheads in hardware performance, particularly in terms of memory consumption and training cost, which are often overlooked in existing speculative decoding techniques. Additionally, there is a need to recover conditional dependency information for multi-token generation to improve acceptance rates for long-range predictions.
Contribution: 'Large Language Models' inspired by ",1,the human natural language generation process,1-38796_a6183606-5827-4750-892f-2505069e3051,context has been well studied for learning representations,Decoder-only Large Language Models,decoder-only large language models (LLMs),recurrent neural networks,recent work that predicts the probabilities of subsequent tokens using multiple heads
"The auto-regressive decoding of Large Language Models (LLMs) results in significant overheads in hardware performance, particularly in terms of memory consumption and training cost, which are often overlooked in existing speculative decoding techniques. Additionally, there is a need to recover conditional dependency information for multi-token generation to improve acceptance rates for long-range predictions.",Large Language Models,inspiration,"Background: The auto-regressive decoding of Large Language Models (LLMs) results in significant overheads in hardware performance, particularly in terms of memory consumption and training cost, which are often overlooked in existing speculative decoding techniques. Additionally, there is a need to recover conditional dependency information for multi-token generation to improve acceptance rates for long-range predictions.
Contribution: 'Large Language Models' inspired by ",2,the human natural language generation process,2-38796_a6183606-5827-4750-892f-2505069e3051,an S-D Encoder that explicitly models semantic and depth priors,"Small language models, like Phi2, Gemma, and DistilBERT,are streamlined versions of large language models with fewer parameters that require less power and memory to run",large decoder language model,recurrent neural networks,speculative decoding
"There is a lack of principled understanding regarding the design of frames in the context of achieving symmetries in neural networks. Existing methods do not fully explore the connection between frames and canonical forms, which limits the ability to compare frame complexity and determine optimality effectively.",neural networks,inspiration,"Background: There is a lack of principled understanding regarding the design of frames in the context of achieving symmetries in neural networks. Existing methods do not fully explore the connection between frames and canonical forms, which limits the ability to compare frame complexity and determine optimality effectively.
Contribution: 'neural networks' inspired by ",1,canonization is a classic approach for attaining invariance by mapping inputs to their canonical forms,1-16943_93f8fa68-722c-48aa-b829-040eeeb23674,a dual-channel encoder,equivariant neural networks,SIM(3)-equivariant neural network architectures,geometric deep learning,canonization is a classic approach for attaining invariance by mapping inputs to their canonical forms
"There is a lack of principled understanding regarding the design of frames in the context of achieving symmetries in neural networks. Existing methods do not fully explore the connection between frames and canonical forms, which limits the ability to compare frame complexity and determine optimality effectively.",neural networks,inspiration,"Background: There is a lack of principled understanding regarding the design of frames in the context of achieving symmetries in neural networks. Existing methods do not fully explore the connection between frames and canonical forms, which limits the ability to compare frame complexity and determine optimality effectively.
Contribution: 'neural networks' inspired by ",2,canonization is a classic approach for attaining invariance by mapping inputs to their canonical forms,2-16943_93f8fa68-722c-48aa-b829-040eeeb23674,traditional task tokens,learning symmetries directly from the dataset,Siamese neural networks,geometric deep learning,symmetry theory
"Current multi-modal large language models face challenges in detailed multi-modal understanding, complex task comprehension, and reasoning over multi-modal information. There is a need for improved performance in complex visual reasoning tasks, as existing models have inherent limitations in these areas.",Multi-modal Critical Thinking Agent,inspiration,"Background: Current multi-modal large language models face challenges in detailed multi-modal understanding, complex task comprehension, and reasoning over multi-modal information. There is a need for improved performance in complex visual reasoning tasks, as existing models have inherent limitations in these areas.
Contribution: 'Multi-modal Critical Thinking Agent' inspired by ",1,human cognitive processes and critical thinking,1-30926_f4c8741d-3ec3-4fca-90a5-266ce3ec1bea,Debiasing,the visual-centric reasoning module empowered by Multi-modal Large Language Model,multi-modal critical thinking agent framework,cognitive neuroscience of human perception,human cognitive processes and critical thinking
"Current multi-modal large language models face challenges in detailed multi-modal understanding, complex task comprehension, and reasoning over multi-modal information. There is a need for improved performance in complex visual reasoning tasks, as existing models have inherent limitations in these areas.",Multi-modal Critical Thinking Agent,inspiration,"Background: Current multi-modal large language models face challenges in detailed multi-modal understanding, complex task comprehension, and reasoning over multi-modal information. There is a need for improved performance in complex visual reasoning tasks, as existing models have inherent limitations in these areas.
Contribution: 'Multi-modal Critical Thinking Agent' inspired by ",2,human cognitive processes and critical thinking,2-30926_f4c8741d-3ec3-4fca-90a5-266ce3ec1bea,giant foundation models,recent success of leveraging large language models for visual reasoning,multimodal comprehension,cognitive neuroscience of human perception,"the human systems of ""thinking fast and slow"" as introduced by Kahneman"
"Ensuring safety in multi-agent reinforcement learning (MARL) for real-world applications, such as autonomous driving, is a critical challenge due to the inadequacies of traditional safe MARL methods, which often fail to model other agents and lack convergence guarantees in dynamically complex environments. This highlights the need for improved methodologies that can effectively address safety risks while ensuring reliable decision-making in such scenarios.",Safe MARL,inspiration,"Background: Ensuring safety in multi-agent reinforcement learning (MARL) for real-world applications, such as autonomous driving, is a critical challenge due to the inadequacies of traditional safe MARL methods, which often fail to model other agents and lack convergence guarantees in dynamically complex environments. This highlights the need for improved methodologies that can effectively address safety risks while ensuring reliable decision-making in such scenarios.
Contribution: 'Safe MARL' inspired by ",1,a Stackelberg model with bi-level optimization,1-19294_a23b3934-90e7-49b0-9c6d-40349df0c261,2D texture,multi-agent reinforcement learning(MARL),safe reinforcement learning algorithms,game theory,"AI ""safety"" and ""alignment"""
"Ensuring safety in multi-agent reinforcement learning (MARL) for real-world applications, such as autonomous driving, is a critical challenge due to the inadequacies of traditional safe MARL methods, which often fail to model other agents and lack convergence guarantees in dynamically complex environments. This highlights the need for improved methodologies that can effectively address safety risks while ensuring reliable decision-making in such scenarios.",Safe MARL,inspiration,"Background: Ensuring safety in multi-agent reinforcement learning (MARL) for real-world applications, such as autonomous driving, is a critical challenge due to the inadequacies of traditional safe MARL methods, which often fail to model other agents and lack convergence guarantees in dynamically complex environments. This highlights the need for improved methodologies that can effectively address safety risks while ensuring reliable decision-making in such scenarios.
Contribution: 'Safe MARL' inspired by ",2,a Stackelberg model with bi-level optimization,2-19294_a23b3934-90e7-49b0-9c6d-40349df0c261,learning in human cognition,a safety-trained model,Multi-Agent reinforcement learning (MARL),game theory,the safe data aggregation framework
"The implicit policy-finding problem remains unresolved in the context of implicit Q-learning, leading to uncertainty about how to recover the implicit policy from the learned implicit Q-function. Existing methods, such as IDQL, have limitations in their applicability, particularly in maintaining optimal value function weights for policy extraction.",the implicit policy-finding problem,inspiration,"Background: The implicit policy-finding problem remains unresolved in the context of implicit Q-learning, leading to uncertainty about how to recover the implicit policy from the learned implicit Q-function. Existing methods, such as IDQL, have limitations in their applicability, particularly in maintaining optimal value function weights for policy extraction.
Contribution: 'the implicit policy-finding problem' inspired by ",1,an optimization problem,1-4849_054fb070-39e4-446b-b8f9-3bfff59d6aa5,model training phase,Q-learning,soft Q-learning,inverse reinforcement learning,a regret minimization problem
"The implicit policy-finding problem remains unresolved in the context of implicit Q-learning, leading to uncertainty about how to recover the implicit policy from the learned implicit Q-function. Existing methods, such as IDQL, have limitations in their applicability, particularly in maintaining optimal value function weights for policy extraction.",the implicit policy-finding problem,inspiration,"Background: The implicit policy-finding problem remains unresolved in the context of implicit Q-learning, leading to uncertainty about how to recover the implicit policy from the learned implicit Q-function. Existing methods, such as IDQL, have limitations in their applicability, particularly in maintaining optimal value function weights for policy extraction.
Contribution: 'the implicit policy-finding problem' inspired by ",2,an optimization problem,2-4849_054fb070-39e4-446b-b8f9-3bfff59d6aa5,Visual Auto-Regressive techniques,analytic policy gradients,policy learning in RL,inverse reinforcement learning,optimizing the sum of two reward functions
"The increasing demand for dynamic 3D assets in design and gaming applications has highlighted the limitations of previous methods, which often result in defects such as over-saturation and the Janus problem. Additionally, practical challenges like dramatic temporal inconsistency, inter-frame geometry and texture diversity, and semantic defects in video generation results necessitate the development of more effective solutions.",optimize a 4D representation by explicitly generating multi-view videos from one input image,inspiration,"Background: The increasing demand for dynamic 3D assets in design and gaming applications has highlighted the limitations of previous methods, which often result in defects such as over-saturation and the Janus problem. Additionally, practical challenges like dramatic temporal inconsistency, inter-frame geometry and texture diversity, and semantic defects in video generation results necessitate the development of more effective solutions.
Contribution: 'optimize a 4D representation by explicitly generating multi-view videos from one input image' inspired by ",1,recent progress of video diffusion models,1-773_4ff647e6-3a35-409f-b617-b2d4cad0e4ef,Question answering over heterogeneous data,generate high-quality 4D object from a monocular video,data-driven video generation process,neural radiance fields (NeRFs),elevate cinemagraph from 2D image space to 3D space
"The increasing demand for dynamic 3D assets in design and gaming applications has highlighted the limitations of previous methods, which often result in defects such as over-saturation and the Janus problem. Additionally, practical challenges like dramatic temporal inconsistency, inter-frame geometry and texture diversity, and semantic defects in video generation results necessitate the development of more effective solutions.",optimize a 4D representation by explicitly generating multi-view videos from one input image,inspiration,"Background: The increasing demand for dynamic 3D assets in design and gaming applications has highlighted the limitations of previous methods, which often result in defects such as over-saturation and the Janus problem. Additionally, practical challenges like dramatic temporal inconsistency, inter-frame geometry and texture diversity, and semantic defects in video generation results necessitate the development of more effective solutions.
Contribution: 'optimize a 4D representation by explicitly generating multi-view videos from one input image' inspired by ",2,recent progress of video diffusion models,2-773_4ff647e6-3a35-409f-b617-b2d4cad0e4ef,causality theory,4D content creation,depth-conditioned video generation,neural radiance fields (NeRFs),synthesizing realistic novel views using Neural Radiance Fields
"The challenge of effectively learning inter-series correlations for multivariate time series forecasting remains a substantial and unresolved problem, as traditional deep learning models often fail to integrate information from multiple time series into a coherent and universally applicable model. This highlights a significant gap in existing methodologies that necessitates a novel approach to capture the intricate temporal dynamics and inter-series correlations.",multivariate time series forecasting,inspiration,"Background: The challenge of effectively learning inter-series correlations for multivariate time series forecasting remains a substantial and unresolved problem, as traditional deep learning models often fail to integrate information from multiple time series into a coherent and universally applicable model. This highlights a significant gap in existing methodologies that necessitates a novel approach to capture the intricate temporal dynamics and inter-series correlations.
Contribution: 'multivariate time series forecasting' inspired by ",1,a node regression task,1-28389_917ea594-82d1-46d4-9eb4-91567f0882aa,a programming language that can be compiled to Transformer weights,the task of multivariate time series forecasting,ultra-lightweight multivariate time series forecasting model,graph neural networks,one of linear hyperdimensional time-series forecasting
"The challenge of effectively learning inter-series correlations for multivariate time series forecasting remains a substantial and unresolved problem, as traditional deep learning models often fail to integrate information from multiple time series into a coherent and universally applicable model. This highlights a significant gap in existing methodologies that necessitates a novel approach to capture the intricate temporal dynamics and inter-series correlations.",multivariate time series forecasting,inspiration,"Background: The challenge of effectively learning inter-series correlations for multivariate time series forecasting remains a substantial and unresolved problem, as traditional deep learning models often fail to integrate information from multiple time series into a coherent and universally applicable model. This highlights a significant gap in existing methodologies that necessitates a novel approach to capture the intricate temporal dynamics and inter-series correlations.
Contribution: 'multivariate time series forecasting' inspired by ",2,a node regression task,2-28389_917ea594-82d1-46d4-9eb4-91567f0882aa,Mode Frequency,long-term multivariate time-series forecasting,deep forecasting method,graph neural networks,the task of multivariate time series forecasting
"The research addresses the challenge of enabling modular robots to self-organize and maintain specific morphologies and functions through simple interactions, which is essential for their effective operation in various applications. Additionally, it highlights the need for algorithms that can facilitate the aggregation and movement of these robots while preserving their collective shape and functionality.",Swarm robots,inspiration,"Background: The research addresses the challenge of enabling modular robots to self-organize and maintain specific morphologies and functions through simple interactions, which is essential for their effective operation in various applications. Additionally, it highlights the need for algorithms that can facilitate the aggregation and movement of these robots while preserving their collective shape and functionality.
Contribution: 'Swarm robots' inspired by ",1,the emergence of animal herds,1-37161_bd21f811-3aec-41a2-a51d-cca61339ccee,body shape information which is cloth-invariant using a Relation Graph Attention Network,robot swarms,swarm robots,ant colonies,"the flocking and collective navigation behavior observed in natural swarms, such as cattle herds, bird flocks, and even large groups of humans"
"The research addresses the challenge of enabling modular robots to self-organize and maintain specific morphologies and functions through simple interactions, which is essential for their effective operation in various applications. Additionally, it highlights the need for algorithms that can facilitate the aggregation and movement of these robots while preserving their collective shape and functionality.",Swarm robots,inspiration,"Background: The research addresses the challenge of enabling modular robots to self-organize and maintain specific morphologies and functions through simple interactions, which is essential for their effective operation in various applications. Additionally, it highlights the need for algorithms that can facilitate the aggregation and movement of these robots while preserving their collective shape and functionality.
Contribution: 'Swarm robots' inspired by ",2,the emergence of animal herds,2-37161_bd21f811-3aec-41a2-a51d-cca61339ccee,optimization-based,robotic assembly,robot swarms,ant colonies,the distributed control of octopuses' limbs
"Previous approaches to synthesizing multi-relational data have limitations in scalability for larger datasets and in capturing long-range dependencies, such as correlations between attributes across different tables. This highlights a need for improved methods that can effectively address these challenges in multi-table data synthesis.",tabular data synthesis,inspiration,"Background: Previous approaches to synthesizing multi-relational data have limitations in scalability for larger datasets and in capturing long-range dependencies, such as correlations between attributes across different tables. This highlights a need for improved methods that can effectively address these challenges in multi-table data synthesis.
Contribution: 'tabular data synthesis' inspired by ",1,diffusion models,1-5369_ac1896f1-ea1d-4a52-9dcc-a553715ab9d9,Spatio-Temporal Graph Convolutional Network,data-synthesis,data synthesis,graph neural networks,a table generation task
